City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
361,Singaraja,ID,81.46,overcast clouds,-8.112,115.0882,Puri Bagus Lovina Resort
362,Suifenhe,CN,47.75,overcast clouds,44.4,131.1667,Holiday Inn Suifenhe
363,Terney,RU,45.18,overcast clouds,45.0503,136.6092,"Hotel ""Ternay"""
364,Lujan,AR,47.95,overcast clouds,-34.5703,-59.105,Hotel Biarritz
365,Fohnsdorf,AT,80.69,few clouds,47.2183,14.6819,Schloss Gabelhofen
366,Galle,LK,82.49,broken clouds,6.0367,80.217,Amangalla
367,Turukhansk,RU,55.35,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
368,Arcata,US,58.19,light rain,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
369,Jinchang,CN,76.55,overcast clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
370,Barcelos,PT,66.92,few clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
371,Chiredzi,ZW,74.73,scattered clouds,-21.05,31.6667,Clevers Hotel Chiredzi
372,Sorland,NO,48.06,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
373,Provins,FR,78.37,scattered clouds,48.5833,3.1667,Gîte de Corberon
374,Freeport,US,65.25,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
375,Bay Roberts,CA,44.33,broken clouds,47.5999,-53.2648,Stonewall Inn
376,Port-Gentil,GA,80.56,scattered clouds,-0.7193,8.7815,Fengshui Residence
377,Alofi,NU,73.29,few clouds,-19.0595,-169.9187,Taloa Heights
378,Ayia Anna,CY,87.46,clear sky,34.9399,33.4843,Anna Village Cyprus Bed and Breakfast
379,Mariveles,PH,80.56,broken clouds,14.4833,120.4833,The Oriental Bataan
380,Hennenman,ZA,60.82,clear sky,-27.9765,27.0242,Oase Guesthouse
381,Zile,TR,80.33,clear sky,40.3031,35.8864,Zile Öğretmen evi
382,Howard Springs,AU,84.11,overcast clouds,-12.497,131.047,buffalo beach hostel
383,Ratnagiri,IN,87.26,scattered clouds,16.9833,73.3,Hotel Landmark
385,Port Macquarie,AU,53.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
387,General Roca,AR,42.62,light rain,-39.0333,-67.5833,Hotel El Recreo
388,Zhanaozen,KZ,89.2,clear sky,43.3,52.8,K.korabay 28A
389,Chapais,CA,49.78,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
390,Faenza,IT,84.2,clear sky,44.2857,11.8833,Hotel Vittoria
391,Pangai,TO,78.62,clear sky,-19.8,-174.35,Ha'apai Beach Resort
392,Kapoeta,SS,88.5,clear sky,4.7717,33.5903,Eastgate Hotel
393,Mount Isa,AU,69.57,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
394,Izumo,JP,66.15,broken clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
395,Zonguldak,TR,68.85,overcast clouds,41.25,31.8333,Yazioren Koyu Muhtarligi
396,Aklavik,CA,31.46,overcast clouds,68.2191,-135.0107,Aklavik Inn
397,Dongsheng,CN,75.45,clear sky,39.8161,109.9776,Crowne Plaza Ordos
398,Manicore,BR,75.15,broken clouds,-5.8092,-61.3003,Hotel Durval
400,Karaton,ID,79.14,broken clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
401,Dvinskoy,RU,56.44,light rain,62.1535,45.1175,Gostinitsa Dvinskaya
402,Luocheng,CN,74.43,overcast clouds,29.3848,104.0286,Luocheng Hotel
403,Sokoni,TZ,84.06,few clouds,-6.4333,39.55,Ujamaa Beach Resort
404,Vardo,NO,44.58,mist,70.3705,31.1107,Vardø Hotel AS
405,Butembo,CD,74.88,few clouds,0.15,29.2833,Hotel Butembo
406,Umm Lajj,SA,88.92,broken clouds,25.0213,37.2685,Moon light Furnished Units
407,Sedniv,UA,70.61,clear sky,51.6447,31.565,Дача в Седневе
408,Ulaanbaatar,MN,55.53,scattered clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
409,Sorong,ID,81.93,light rain,-0.8833,131.25,Waigo Splash Hotel
410,Labuhan,ID,83.01,broken clouds,-6.8844,112.2051,DoubleFAG
411,Kangaatsiaq,GL,35.76,scattered clouds,68.3065,-53.4641,Nukissiorfiit
413,Kindu,CD,86.74,broken clouds,-2.95,25.95,Résidence Okanda
414,La Palma,US,66.22,overcast clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
415,Veraval,IN,87.55,clear sky,20.9,70.3667,Lords Inn Somnath
416,Santa Teresa,VE,71.46,overcast clouds,10.2341,-66.6631,Funeraria Lira
417,Honiara,SB,79.48,overcast clouds,-9.4333,159.95,Heritage Park Hotel
418,Kiama,AU,57.38,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
419,Lahaina,US,75.81,clear sky,20.8783,-156.6825,Lahaina Shores Beach Resort
420,Bubaque,GW,79.57,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
422,Grahamstown,ZA,61.95,broken clouds,-33.3042,26.5328,Bartholomew's Loft
424,Nantucket,US,57.34,mist,41.2835,-70.0995,Jared Coffin House
426,Ranot,TH,83.46,overcast clouds,7.7777,100.3213,Pakbanglake resort ปากบางเลค รีสอร์ท
428,Cabedelo,BR,75.87,broken clouds,-6.9811,-34.8339,Pousada Camboinha
429,Wenling,CN,73.31,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
430,Axim,GH,82.8,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
431,Clonakilty,IE,57.09,overcast clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
432,Cravo Norte,CO,70.9,few clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
433,Pochutla,MX,75.02,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
434,Karratha,AU,72.99,clear sky,-20.7377,116.8463,ibis Styles Karratha
435,Halifax,CA,49.21,broken clouds,44.6453,-63.5724,Hotel Halifax and Hotel Barrington
436,Angostura,MX,75.0,clear sky,25.3667,-108.1833,Rancho Jose Maria Ang.
437,Fairbanks,US,64.4,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
439,Sinnamary,GF,77.52,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
440,Constitucion,CL,54.93,moderate rain,-35.3333,-72.4167,Hotel Boutique Las Azucenas
441,Hamilton,US,57.78,mist,39.1834,-84.5333,Six Acres Bed & Breakfast
442,Houston,US,76.08,clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
444,Belyy Yar,RU,59.86,light intensity shower rain,53.6039,91.3903,Pasportnyy Stol
445,Port Moresby,PG,76.42,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
446,Warrnambool,AU,52.81,overcast clouds,-38.3833,142.4833,Lady Bay Resort
447,Coquimbo,CL,55.13,overcast clouds,-29.9533,-71.3436,Hotel San Juan
448,San Vicente,AR,49.8,few clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
449,Uaua,BR,67.91,broken clouds,-9.8414,-39.4817,Hotel Uauá
451,Nenjiang,CN,67.23,broken clouds,49.1833,125.2167,Nenjiang Apartment
452,Andenes,NO,46.38,light intensity drizzle,69.3143,16.1194,Hotell Marena
454,Paita,PE,65.66,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
456,San Jose De Guanipa,VE,73.76,overcast clouds,8.8872,-64.1651,HOTEL 283 SUITES
457,The Valley,AI,81.1,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
458,Porto Novo,BJ,84.02,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
459,Three Hills,CA,56.59,overcast clouds,51.7001,-113.2686,Super 8 by Wyndham Three Hills AB
460,Kropotkin,RU,86.25,overcast clouds,45.4375,40.5756,Hotel Europe Kropotkin
461,Baker City,US,50.65,overcast clouds,44.7749,-117.8344,Bridge Street Inn
462,Geneva,US,57.06,few clouds,41.8875,-88.3054,Best Western Inn Of St. Charles
463,Lorengau,PG,81.27,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
464,Galbshtadt,RU,59.09,scattered clouds,53.2264,78.9845,"Гостевой домик ""Deutscher Hof"""
465,Mahanoro,MG,73.13,light rain,-19.9,48.8,BUNGALOW MAHAMANINA
466,Lom Sak,TH,91.29,scattered clouds,16.7798,101.2422,บ้านวรฉัตร หล่มสัก
467,Pokhara,NP,92.07,broken clouds,28.2333,83.9833,OYO 170 Hotel View Point
468,Puerto Ayacucho,VE,71.92,light rain,5.6639,-67.6236,Posada Turistica Manapiare
469,Hokitika,NZ,49.1,broken clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
470,Tuatapere,NZ,40.59,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
471,Gat,IL,93.78,clear sky,31.61,34.7642,OlusHome
472,Yulara,AU,58.17,few clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
473,Mattru,SL,74.19,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
474,Ofunato,JP,52.86,few clouds,39.0717,141.7167,Ofunato Hot Spring
475,Quatre Cocos,MU,79.09,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
476,Mazagao,BR,72.59,scattered clouds,-0.115,-51.2894,Recanto dos Ferreiras
478,Lloydminster,CA,46.62,clear sky,53.2835,-110.0016,BCMInns - Lloydminster
480,Bamiantong,CN,56.88,overcast clouds,44.9333,130.5333,Dehuiyuan Leisure Resort
481,Treinta Y Tres,UY,42.01,scattered clouds,-33.2333,-54.3833,Jardines Apart-Hotel
482,Novyy Urengoy,RU,35.17,overcast clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
483,Zhuhai,CN,91.85,scattered clouds,22.2769,113.5678,珠海粤财假日酒店
484,Oktyabrskiy,RU,65.84,overcast clouds,54.4815,53.471000000000004,Гостиница Октябрьская
485,Olafsvik,IS,41.88,few clouds,64.8945,-23.7142,Hotel Olafsvik
486,Almunecar,ES,84.43,clear sky,36.7339,-3.6907,Almuñécar Playa Spa Hotel
487,Quelimane,MZ,78.75,broken clouds,-17.8786,36.8883,Hotel Flamingo
488,Coffeyville,US,62.91,clear sky,37.0373,-95.6164,Regal Inn
489,Los Llanos De Aridane,ES,68.13,few clouds,28.6585,-17.9182,Valle Aridane
490,Zapadnaya Dvina,RU,66.58,broken clouds,56.25899999999999,32.0745,"Cafe ""Rainbow"""
491,Nemuro,JP,44.67,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
492,Ixtacomitan,MX,68.88,clear sky,17.4167,-93.1,Las Cumbres
493,Kurumkan,RU,65.8,overcast clouds,54.3,110.3,Ilikchin
494,Puerto Escondido,MX,78.39,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
496,Kemin,KG,61.72,broken clouds,42.7846,75.6892,Hotel Kok-Oirok
497,Vrangel,RU,48.7,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
498,Grindavik,IS,45.07,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
499,Kati,ML,76.41,scattered clouds,12.7441,-8.0726,Lingot d’or
500,Santa Rosalia,MX,75.36,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
501,Kiknur,RU,65.3,scattered clouds,57.3034,47.2011,Gostinitsa
502,Kontagora,NG,92.3,overcast clouds,10.3999,5.4695,Queens Guest Inn
503,Komsomolskiy,UZ,84.92,clear sky,40.4272,71.7189,Ikathouse
505,Young,UY,39.2,scattered clouds,-32.6833,-57.6333,Posada Gira el Sol
507,Yar-Sale,RU,46.15,scattered clouds,66.8333,70.8333,Yalemd
509,Kyabram,AU,51.87,broken clouds,-36.3167,145.05,Kyabram Motor Inn
510,Trinidad,BO,60.78,broken clouds,-14.8333,-64.9,Hotel Piesta
511,Tual,ID,84.49,broken clouds,-5.6667,132.75,Grand Vilia Hotel
512,Banjar,ID,80.04,overcast clouds,-8.19,114.9675,The Hamsa Resort
513,Swift Current,CA,45.41,clear sky,50.2834,-107.8014,"Motel 6 Swift Current, SK"
514,Tahoua,NE,94.98,clear sky,14.8888,5.2692,Bungalows Guesthouse
515,Mingoyo,TZ,86.79,scattered clouds,-10.1,39.6333,CHIMBENDE LODGE
516,Salinas,US,59.56,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
517,Camana,PE,63.75,overcast clouds,-16.6228,-72.7111,Hostal Morales
518,Xam Nua,LA,83.17,overcast clouds,20.4197,104.0439,Xee Wang Guesthouse
519,Whitehorse,CA,52.57,few clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
520,Barinas,VE,77.04,overcast clouds,8.6226,-70.2075,Hotel Mastranto Suite
521,Luanda,AO,78.8,few clouds,-8.8368,13.2343,EPIC SANA Luanda
522,Hervey Bay,AU,64.02,broken clouds,-25.2986,152.8535,Shelly Bay Resort
523,Rovaniemi,FI,54.81,shower rain,66.5,25.7167,Arctic City Hotel
524,Alugan,PH,82.06,broken clouds,12.2188,125.4808,JM Lodge
525,Mnogovershinnyy,RU,50.02,few clouds,53.9353,139.9242,Obshchezhitiye 14
526,Ust-Uda,RU,65.14,overcast clouds,54.1742,103.0304,Gostinitsa Ust'-Uda Shans
528,Palmares Do Sul,BR,55.29,scattered clouds,-30.2578,-50.5097,Hotel Campos Dourados.
529,Winchester,GB,61.68,broken clouds,51.0651,-1.3187,Lainston House
530,Cedar City,US,61.77,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
531,Yamada,JP,53.56,overcast clouds,39.4667,141.95,Iroha-ya Inn
532,Killybegs,IE,58.71,clear sky,54.6333,-8.45,Tara Hotel
535,Saint-Ambroise,CA,48.52,scattered clouds,48.5501,-71.3324,Motel Saint-Ambroise
536,Tiksi,RU,45.77,light rain,71.6872,128.8694,Arktika
537,Tuam,IE,58.93,clear sky,53.5167,-8.85,Ard Rí House Hotel
538,Rawson,AR,46.58,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
539,Altay,CN,68.4,overcast clouds,47.8667,88.1167,Jinqiao Hotel
541,East London,ZA,70.74,clear sky,-33.0153,27.9116,Tu Casa
542,Kastamonu,TR,80.62,clear sky,41.5,33.6667,Kasaba Orencik Koyu Muhtarligi
543,Champerico,GT,77.27,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
544,Khon Buri,TH,88.54,broken clouds,14.5254,102.2459,Bangchongjai Cottage
545,Waingapu,ID,81.21,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
546,Sayyan,YE,73.04,broken clouds,15.1718,44.3244,ملاطف ابوحورية
547,Dawlatabad,AF,90.09,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
548,Manali,IN,93.29,few clouds,13.1667,80.2667,Sarathy Lodge
549,Kuandian,CN,66.7,overcast clouds,40.7286,124.7847,Hi Inn Dandong Kuandian Ji Xian Garden
550,Enshi,CN,82.38,overcast clouds,30.3,109.4833,Moevenpick Enshi
551,Ust-Kulom,RU,64.98,clear sky,61.6864,53.6902,Ip Napalkov Vasiliy Dmitriyevich
552,Ewo,CG,87.04,scattered clouds,-0.8725,14.8206,Residence Elonda Ewo
553,Bambanglipuro,ID,80.69,scattered clouds,-7.95,110.2833,Puri Brata
554,Kisangani,CD,90.07,scattered clouds,0.5167,25.2,Grand Ramela Hotel
555,Surt,LY,79.77,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
556,Hambantota,LK,84.45,overcast clouds,6.1241,81.1185,Bungalow 63
559,Mishkino,RU,57.13,overcast clouds,55.3389,63.9175,Ip Klestova
561,Faanui,PF,80.8,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
562,Salihorsk,BY,68.41,overcast clouds,52.7876,27.5415,Apartment on Parkovoy 26
563,Santa Rosa,PH,89.11,light rain,14.3122,121.1114,Erlyn’s Sta Rosa City Home
565,Sistranda,NO,48.16,overcast clouds,63.7256,8.834,Hotell Frøya
566,Isiro,CD,89.96,scattered clouds,2.7739,27.616,Guest House Hewa Bora
567,Carmen,MX,77.76,few clouds,18.6333,-91.8333,Hotel Lossandes
568,Arkhara,RU,58.55,broken clouds,49.4212,130.0842,"Gostinitsa ""Arkhara"""
569,Mingshui,CN,87.85,light rain,36.7167,117.5,Grace Inn Zhangqiu Station Avenue Branch
570,Luwuk,ID,79.05,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
572,Mufulira,ZM,71.11,clear sky,-12.5498,28.2407,Kamiria lodge
573,Sept-Iles,CA,51.06,few clouds,50.2001,-66.3821,Comfort Inn
574,Kon Tum,VN,80.33,broken clouds,14.35,108.0,Hoa đà spa- homestay
575,Mogadishu,SO,87.67,broken clouds,2.0371,45.3438,Hotel Juba
576,Hessisch Oldendorf,DE,72.12,overcast clouds,52.1667,9.25,Weser Wasserbetten Hotel Baxmann
577,Mto Wa Mbu,TZ,80.2,broken clouds,-3.35,35.85,Fanaka Safaris Campsite & Lodges
578,Villamontes,BO,48.7,overcast clouds,-21.25,-63.5,Hotel Raldes
580,Qasigiannguit,GL,37.65,scattered clouds,68.8193,-51.1922,Almost HOME
581,Scarborough,GB,53.92,broken clouds,54.2797,-0.4044,The Grand Hotel Scarborough
583,Tautira,PF,79.45,light rain,-17.7333,-149.15,Pension Oaoa
585,Tateyama,JP,70.11,clear sky,34.9833,139.8667,Tateyama Seaside Hotel
586,La Sarre,CA,46.63,light rain,48.8002,-79.1996,Motel Villa Mon Repos
587,Vestmanna,FO,49.12,overcast clouds,62.1564,-7.1664,Vestmanna Camping
588,Vozhega,RU,61.81,overcast clouds,60.4725,40.2213,гостиница Перекресток
589,Abalak,RU,55.78,scattered clouds,58.1286,68.5944,Туристический комплекс Абалак
590,Bintulu,MY,88.21,few clouds,3.1667,113.0333,900 Boutique INN
591,Mozarlandia,BR,66.45,broken clouds,-14.7447,-50.5706,Hotel Santa Mônica
592,Pavlodar,KZ,62.4,clear sky,52.3,76.95,Sary Arka
593,Twentynine Palms,US,75.34,broken clouds,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
594,Gouyave,GD,79.57,few clouds,12.1646,-61.7296,Rumboat Retreat
595,Ghanzi,BW,68.0,clear sky,-21.5667,21.7833,Ghanzi Farmhouse
596,Tynda,RU,62.76,light rain,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
597,Iwaki,JP,65.01,light rain,37.05,140.8833,Toyoko Inn Iwaki Ekimae
598,Douglas,US,66.38,overcast clouds,41.3,-96.167,Hilton Garden Inn Omaha West
599,Znamenskoye,RU,52.16,overcast clouds,57.1281,73.8282,"Gostinitsa ""Kolos"""
600,Meadow Lake,US,65.91,overcast clouds,34.8014,-106.5436,TumbleWeed RV Park
601,Abaete,BR,63.16,scattered clouds,-19.16,-45.4458,Hotel Millenium
602,Tura,IN,82.13,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
604,Ifakara,TZ,81.81,clear sky,-8.1333,36.6833,Tanzanian Training Centre for International Health
605,Harper,LR,80.78,light rain,4.375,-7.7169,Screensaver
606,Muros,ES,69.67,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
607,Tuy Hoa,VN,86.36,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
608,Miranda,CO,64.53,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
609,Viedma,AR,45.5,broken clouds,-40.8135,-62.9967,Hotel Cristal
610,Makakilo City,US,73.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
611,Potchefstroom,ZA,63.12,clear sky,-26.7167,27.1,Melrose Place Guestrooms
612,Teguise,ES,70.02,scattered clouds,29.0605,-13.564,B&B La Casona de Nazaret
613,Pergamino,AR,40.17,light rain,-33.89,-60.5736,Hotel Fachinat
614,Natalio,PY,48.07,few clouds,-26.7167,-55.0833,Casa familia Sánchez
615,Moose Factory,CA,48.2,overcast clouds,51.2585,-80.6094,Cree Village Eco Lodge
618,Cacak,RS,83.8,broken clouds,43.8914,20.3497,Aveny
619,Jalingo,NG,86.4,overcast clouds,8.8833,11.3667,Debright Motel
620,Timra,SE,60.48,overcast clouds,62.486999999999995,17.3257,Bergefors park
621,Corralillo,CU,76.93,light rain,22.9819,-80.5856,Hostal De Pedri
622,Lingao,CN,86.77,light rain,19.9103,109.6859,Lingao Ditai Inn
623,Jambi,ID,81.5,overcast clouds,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
624,Oranjestad,AW,80.71,broken clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
625,Sambava,MG,76.42,light rain,-14.2667,50.1667,Melrose
626,Progreso,MX,75.31,broken clouds,21.2833,-89.6667,Playa Linda Hotel
628,Djambala,CG,81.34,light rain,-2.5447,14.7533,Hotel Ravin D'or
630,Samarai,PG,82.17,broken clouds,-10.6167,150.6667,Nuli Sapi
631,Mateus Leme,BR,64.13,overcast clouds,-19.9864,-44.4278,Recanto Das Lagoas
632,Beidao,CN,79.38,broken clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
634,College,US,64.38,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
635,Prince Rupert,CA,51.49,light rain,54.3161,-130.3201,Crest Hotel
636,Rocha,UY,44.01,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
637,Lahat,ID,78.87,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
638,Port Keats,AU,80.6,scattered clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
639,El Guamo,CO,73.87,overcast clouds,10.0316,-74.9761,IR1SEC1.Kml
640,Haines Junction,CA,40.95,few clouds,60.7522,-137.5108,Parkside Inn
643,Cancun,MX,75.13,scattered clouds,21.1743,-86.8466,Hotel Tankah Cancun
644,Newport,GB,59.25,overcast clouds,51.5877,-2.9984,ibis budget Newport
645,Vaitape,PF,80.74,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
646,Betanzos,ES,67.12,broken clouds,43.2804,-8.2147,Hotel Garelos Betanzos
647,Broome,US,53.46,scattered clouds,42.2506,-75.833,Chenango Valley State Park
648,Lishu,CN,61.63,heavy intensity rain,43.3047,124.3278,Su Camp Business Hotel
649,Lapeer,US,48.67,clear sky,43.0514,-83.3188,"Holiday Inn Express Lapeer, an IHG Hotel"
650,Sibolga,ID,82.45,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
651,Ende,ID,78.87,moderate rain,-8.8432,121.6623,Dwi Putra Hotel - Ende
652,Piacabucu,BR,77.07,broken clouds,-10.4056,-36.4344,Piaçabuçu News
653,Pingliang,CN,79.56,overcast clouds,35.5392,106.6861,North Gate Hostel
654,Leusden,NL,68.97,overcast clouds,52.1325,5.4319,Van der Valk Hotel Amersfoort Leusden
655,Bronnoysund,NO,50.0,light intensity shower rain,65.4625,12.1997,Corner Hotel
656,Pathein,MM,87.98,heavy intensity rain,16.7833,94.7333,Pathein Hotel
657,Camacha,PT,65.62,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
658,Bosaso,SO,93.18,few clouds,11.2842,49.1816,Red Sea Hotel
659,Bacungan,PH,86.05,few clouds,9.9106,118.7022,Sumayang Property
660,Havelock,US,73.38,overcast clouds,34.8791,-76.9013,Sherwood Motel
661,Takoradi,GH,82.22,light rain,4.8845,-1.7554,Raybow International Hotel
662,Banda Aceh,ID,85.14,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
663,Raahe,FI,55.49,overcast clouds,64.6833,24.4833,Hotelli Raahen Hovi
665,Los Algarrobos,PA,72.82,broken clouds,8.5,-82.4333,Waterfall Hostel
667,Ilhabela,BR,65.46,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
668,Iquique,CL,59.04,broken clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
669,Altamont,US,48.04,light rain,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
670,Lata,PT,66.07,broken clouds,40.1629,-8.3327,Casa Maquia
671,Buala,SB,80.62,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
672,Yarada,IN,89.92,mist,17.65,83.2667,Yarada Jungle Beach Resorts
673,Lima,PE,61.9,mist,-12.0432,-77.0282,Hotel Kamana
674,Changde,CN,85.69,light rain,29.0464,111.6783,Kangshida Hotel
675,Aylmer,CA,46.51,clear sky,42.7668,-80.983,Aylmer Trillium Park
676,Darhan,MN,64.02,overcast clouds,49.4867,105.9228,Buudai Hotel
677,Hanmer Springs,NZ,40.77,clear sky,-42.5167,172.8167,The Chalets Motel
678,Fort Nelson,CA,54.99,scattered clouds,58.8053,-122.7002,The Fort Nelson Hotel
679,Jalu,LY,90.86,clear sky,29.0331,21.5482,صاحبة الفخامة
680,La Ronge,CA,34.05,scattered clouds,55.1001,-105.2842,Northland Motor Hotel
681,Port Hedland,AU,71.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
682,Richards Bay,ZA,73.15,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
683,Domoni,KM,80.56,broken clouds,-12.2569,44.5319,Al Djadid
684,Alihe,CN,62.33,overcast clouds,50.5667,123.7167,Alihe Forestry Hotel
685,Lagoa,PT,63.46,light rain,39.05,-27.9833,Casa Das Faias
686,Tecpan,GT,54.9,broken clouds,14.7623,-90.9947,Villa San Ricardo
687,Turayf,SA,97.05,clear sky,31.6725,38.6637,Turaif
688,Puerto Cabello,VE,76.55,overcast clouds,10.4731,-68.0125,Las Palmeras
690,Doctor Juan Leon Mallorquin,PY,53.33,overcast clouds,-25.4,-55.2667,Hotel Puma S.A.
691,Pallapatti,IN,96.28,overcast clouds,11.6593,78.1342,Hotel Laila palace
